GENDER_LABEL,EDUC_LEVEL,AGE_GROUP,MARSTAT_LABEL,MH1_LABEL,count,percentage
Female,Some High School,60s,Separated,Trauma- and stressor-related disorders,162,0.8526315789473684
Female,Some High School,60s,Separated,unknown/invalid,303,1.9179642992783896
Female,Some High School,60s,unknown/invalid,Alcohol or substance use disorders,26,0.4718693284936479
Female,Some High School,60s,unknown/invalid,Anxiety disorders,569,3.4248224389069457
Female,Some High School,60s,unknown/invalid,Attention deficit/hyperactivity disorder (ADHD),28,1.9270474879559532
Female,Some High School,60s,unknown/invalid,Bipolar disorders,449,1.5835508217535446
Female,Some High School,60s,unknown/invalid,Conduct disorders,3,0.6818181818181818
Female,Some High School,60s,unknown/invalid,Delirium/dementia disorders,40,12.232415902140673
Female,Some High School,60s,unknown/invalid,Depressive disorders,1413,2.6686056393888458
Female,Some High School,60s,unknown/invalid,Oppositional defiant disorders,1,0.1386962552011095
Female,Some High School,60s,unknown/invalid,Other disorders/conditions,169,2.132492113564669
Female,Some High School,60s,unknown/invalid,Personality disorders,77,3.737864077669903
Female,Some High School,60s,unknown/invalid,Schizophrenia or other psychotic disorders,816,3.363422777296896
Female,Some High School,60s,unknown/invalid,Trauma- and stressor-related disorders,318,1.6736842105263157
Female,Some High School,60s,unknown/invalid,unknown/invalid,550,3.4814533485251298
Female,College or higher,20s,"Divorced, widowed",Alcohol or substance use disorders,53,0.7256297918948521
Female,College or higher,20s,"Divorced, widowed",Anxiety disorders,322,0.6889763779527559
Female,College or higher,20s,"Divorced, widowed",Attention deficit/hyperactivity disorder (ADHD),20,0.4243581582855931
Female,College or higher,20s,"Divorced, widowed",Bipolar disorders,399,0.660279005113439
Female,College or higher,20s,"Divorced, widowed",Delirium/dementia disorders,1,0.1838235294117647
Female,College or higher,20s,"Divorced, widowed",Depressive disorders,687,0.6350644308454584
Female,College or higher,20s,"Divorced, widowed",Other disorders/conditions,94,0.636339019767127
Female,College or higher,20s,"Divorced, widowed",Personality disorders,38,0.7559180425701213
Female,College or higher,20s,"Divorced, widowed",Schizophrenia or other psychotic disorders,72,0.2234636871508379
Female,College or higher,20s,"Divorced, widowed",Trauma- and stressor-related disorders,400,0.8621247063387719
Female,College or higher,20s,"Divorced, widowed",unknown/invalid,124,0.4510731174972717
Female,College or higher,20s,Never married,Alcohol or substance use disorders,785,10.747535596933186
Female,College or higher,20s,Never married,Anxiety disorders,6099,13.049897295446764
Female,College or higher,20s,Never married,Attention deficit/hyperactivity disorder (ADHD),727,15.425419053681308
Female,College or higher,20s,Never married,Bipolar disorders,5752,9.518608615068924
Female,College or higher,20s,Never married,Conduct disorders,12,17.391304347826086
Female,College or higher,20s,Never married,Delirium/dementia disorders,7,1.2867647058823528
Female,College or higher,20s,Never married,Depressive disorders,12679,11.72049769823809
Female,College or higher,20s,Never married,Oppositional defiant disorders,8,17.02127659574468
Female,College or higher,20s,Never married,Other disorders/conditions,1712,11.589493636609802
Female,College or higher,20s,Never married,Personality disorders,528,10.50328227571116
Female,College or higher,20s,Never married,Pervasive developmental disorders,80,45.45454545454545
Female,College or higher,20s,Never married,Schizophrenia or other psychotic disorders,2211,6.862197392923649
Female,College or higher,20s,Never married,Trauma- and stressor-related disorders,4944,10.65586137034722
Female,College or higher,20s,Never married,unknown/invalid,3192,11.611495089123318
Female,College or higher,20s,Now married,Alcohol or substance use disorders,103,1.4101861993428255
Female,College or higher,20s,Now married,Anxiety disorders,1278,2.734508729887025
Female,College or higher,20s,Now married,Attention deficit/hyperactivity disorder (ADHD),103,2.185444515170804
Female,College or higher,20s,Now married,Bipolar disorders,860,1.4231577553823496
Female,College or higher,20s,Now married,Delirium/dementia disorders,2,0.3676470588235294
Female,College or higher,20s,Now married,Depressive disorders,2331,2.154781933480005
Female,College or higher,20s,Now married,Other disorders/conditions,285,1.9293257514216084
Female,College or higher,20s,Now married,Personality disorders,80,1.5914064054107817
Female,College or higher,20s,Now married,Pervasive developmental disorders,3,1.7045454545454544
Female,College or higher,20s,Now married,Schizophrenia or other psychotic disorders,146,0.4531346989447548
Female,College or higher,20s,Now married,Trauma- and stressor-related disorders,1009,2.174709571739552
Female,College or higher,20s,Now married,unknown/invalid,481,1.749727173517643
Female,College or higher,20s,Separated,Alcohol or substance use disorders,51,0.6982475355969332
Female,College or higher,20s,Separated,Anxiety disorders,166,0.3551865799383772
Female,College or higher,20s,Separated,Attention deficit/hyperactivity disorder (ADHD),15,0.3182686187141947
Female,College or higher,20s,Separated,Bipolar disorders,288,0.4765923645931589
Female,College or higher,20s,Separated,Depressive disorders,494,0.4566547726894562
Female,College or higher,20s,Separated,Oppositional defiant disorders,1,2.127659574468085
Female,College or higher,20s,Separated,Other disorders/conditions,39,0.2640129975629569
Female,College or higher,20s,Separated,Personality disorders,19,0.3779590212850606
Female,College or higher,20s,Separated,Schizophrenia or other psychotic disorders,54,0.1675977653631284
Female,College or higher,20s,Separated,Trauma- and stressor-related disorders,256,0.551759812056814
Female,College or higher,20s,Separated,unknown/invalid,90,0.327391778828665
Female,College or higher,20s,unknown/invalid,Alcohol or substance use disorders,64,0.8762322015334063
Female,College or higher,20s,unknown/invalid,Anxiety disorders,3235,6.921858952413556
Female,College or higher,20s,unknown/invalid,Attention deficit/hyperactivity disorder (ADHD),408,8.656906429026098
Female,College or higher,20s,unknown/invalid,Bipolar disorders,1690,2.796670472786245
Female,College or higher,20s,unknown/invalid,Conduct disorders,8,11.594202898550725
Female,College or higher,20s,unknown/invalid,Delirium/dementia disorders,5,0.9191176470588236
Female,College or higher,20s,unknown/invalid,Depressive disorders,4278,3.954593355395736
Female,College or higher,20s,unknown/invalid,Oppositional defiant disorders,1,2.127659574468085
Female,College or higher,20s,unknown/invalid,Other disorders/conditions,642,4.346060113728676
Female,College or higher,20s,unknown/invalid,Personality disorders,375,7.45971752536304
Female,College or higher,20s,unknown/invalid,Pervasive developmental disorders,5,2.840909090909091
Female,College or higher,20s,unknown/invalid,Schizophrenia or other psychotic disorders,636,1.9739292364990688
Female,College or higher,20s,unknown/invalid,Trauma- and stressor-related disorders,2008,4.327866025820635
Female,College or higher,20s,unknown/invalid,unknown/invalid,1085,3.946889778101128
Female,College or higher,30s,"Divorced, widowed",Alcohol or substance use disorders,410,5.613362541073384
Female,College or higher,30s,"Divorced, widowed",Anxiety disorders,1511,3.233053748716193
Female,College or higher,30s,"Divorced, widowed",Attention deficit/hyperactivity disorder (ADHD),146,3.0978145554848293
Female,College or higher,30s,"Divorced, widowed",Bipolar disorders,2076,3.4354366281090205
Female,College or higher,30s,"Divorced, widowed",Conduct disorders,1,1.4492753623188406
Female,College or higher,30s,"Divorced, widowed",Delirium/dementia disorders,3,0.5514705882352942
Female,College or higher,30s,"Divorced, widowed",Depressive disorders,3153,2.9146406847972783
Female,College or higher,30s,"Divorced, widowed",Oppositional defiant disorders,1,2.127659574468085
Female,College or higher,30s,"Divorced, widowed",Other disorders/conditions,344,2.328730029786082
Female,College or higher,30s,"Divorced, widowed",Personality disorders,181,3.600556992241894
Female,College or higher,30s,"Divorced, widowed",Schizophrenia or other psychotic disorders,572,1.775294847920546
Female,College or higher,30s,"Divorced, widowed",Trauma- and stressor-related disorders,1936,4.172683578679656
Female,College or higher,30s,"Divorced, widowed",unknown/invalid,689,2.5063659512550016
Female,College or higher,30s,Never married,Alcohol or substance use disorders,1302,17.825848849945235
Female,College or higher,30s,Never married,Anxiety disorders,4981,10.657737076343718
Female,College or higher,30s,Never married,Attention deficit/hyperactivity disorder (ADHD),630,13.36728198599618
Female,College or higher,30s,Never married,Bipolar disorders,6818,11.282662297903324
Female,College or higher,30s,Never married,Conduct disorders,9,13.043478260869565
Female,College or higher,30s,Never married,Delirium/dementia disorders,7,1.2867647058823528
Female,College or higher,30s,Never married,Depressive disorders,10838,10.018672927952078
Female,College or higher,30s,Never married,Oppositional defiant disorders,15,31.91489361702128
Female,College or higher,30s,Never married,Other disorders/conditions,1595,10.797454643920933
Female,College or higher,30s,Never married,Personality disorders,500,9.946290033817386
Female,College or higher,30s,Never married,Pervasive developmental disorders,39,22.15909090909091
Female,College or higher,30s,Never married,Schizophrenia or other psychotic disorders,3374,10.471756672873992
Female,College or higher,30s,Never married,Trauma- and stressor-related disorders,4926,10.617065758561976
Female,College or higher,30s,Never married,unknown/invalid,2850,10.367406329574392
Female,College or higher,30s,Now married,Alcohol or substance use disorders,384,5.257393209200438
Female,College or higher,30s,Now married,Anxiety disorders,2490,5.327798699075659
Female,College or higher,30s,Now married,Attention deficit/hyperactivity disorder (ADHD),258,5.47422024188415
Female,College or higher,30s,Now married,Bipolar disorders,2409,3.986496549669861
Female,College or higher,30s,Now married,Conduct disorders,3,4.3478260869565215
Female,College or higher,30s,Now married,Delirium/dementia disorders,5,0.9191176470588236
Female,College or higher,30s,Now married,Depressive disorders,4462,4.124683392186951
Female,College or higher,30s,Now married,Other disorders/conditions,543,3.6758732737611695
Female,College or higher,30s,Now married,Personality disorders,163,3.2424905510244675
Female,College or higher,30s,Now married,Pervasive developmental disorders,6,3.4090909090909087
Female,College or higher,30s,Now married,Schizophrenia or other psychotic disorders,532,1.6511483550589696
Female,College or higher,30s,Now married,Trauma- and stressor-related disorders,2300,4.957217061447938
Female,College or higher,30s,Now married,unknown/invalid,1029,3.7431793379410694
Female,College or higher,30s,Separated,Alcohol or substance use disorders,234,3.2037239868565166
Female,College or higher,30s,Separated,Anxiety disorders,569,1.217476891475522
Female,College or higher,30s,Separated,Attention deficit/hyperactivity disorder (ADHD),35,0.7426267769997879
Female,College or higher,30s,Separated,Bipolar disorders,950,1.572092869317712
Female,College or higher,30s,Separated,Conduct disorders,2,2.898550724637681
Female,College or higher,30s,Separated,Depressive disorders,1512,1.3976963892843275
Female,College or higher,30s,Separated,Oppositional defiant disorders,2,4.25531914893617
Female,College or higher,30s,Separated,Other disorders/conditions,152,1.0289737340915246
Female,College or higher,30s,Separated,Personality disorders,69,1.3725880246667992
Female,College or higher,30s,Separated,Pervasive developmental disorders,1,0.5681818181818182
Female,College or higher,30s,Separated,Schizophrenia or other psychotic disorders,237,0.7355679702048418
Female,College or higher,30s,Separated,Trauma- and stressor-related disorders,834,1.7975300127163394
Female,College or higher,30s,Separated,unknown/invalid,359,1.3059294288832302
Female,College or higher,30s,unknown/invalid,Alcohol or substance use disorders,138,1.8893756845564071
Female,College or higher,30s,unknown/invalid,Anxiety disorders,4199,8.984508729887025
Female,College or higher,30s,unknown/invalid,Attention deficit/hyperactivity disorder (ADHD),572,12.13664332696796
Female,College or higher,30s,unknown/invalid,Bipolar disorders,2558,4.233066904962849
Female,College or higher,30s,unknown/invalid,Conduct disorders,5,7.246376811594203
Female,College or higher,30s,unknown/invalid,Delirium/dementia disorders,4,0.7352941176470588
Female,College or higher,30s,unknown/invalid,Depressive disorders,4674,4.320656695446394
Female,College or higher,30s,unknown/invalid,Other disorders/conditions,833,5.639046845383158
Female,College or higher,30s,unknown/invalid,Personality disorders,497,9.886612293614482
Female,College or higher,30s,unknown/invalid,Pervasive developmental disorders,2,1.1363636363636365
Female,College or higher,30s,unknown/invalid,Schizophrenia or other psychotic disorders,1066,3.308504034761018
Female,College or higher,30s,unknown/invalid,Trauma- and stressor-related disorders,3108,6.698708968252258
Female,College or higher,30s,unknown/invalid,unknown/invalid,1409,5.1255001818843215
Female,College or higher,40s,"Divorced, widowed",Alcohol or substance use disorders,532,7.28368017524644
Female,College or higher,40s,"Divorced, widowed",Anxiety disorders,1915,4.097483738445738
Female,College or higher,40s,"Divorced, widowed",Attention deficit/hyperactivity disorder (ADHD),165,3.500954805856143
Female,College or higher,40s,"Divorced, widowed",Bipolar disorders,3714,6.146055701732612
Female,College or higher,40s,"Divorced, widowed",Conduct disorders,1,1.4492753623188406
Female,College or higher,40s,"Divorced, widowed",Delirium/dementia disorders,8,1.4705882352941175
Female,College or higher,40s,"Divorced, widowed",Depressive disorders,5118,4.731091349442585
Female,College or higher,40s,"Divorced, widowed",Oppositional defiant disorders,2,4.25531914893617
Female,College or higher,40s,"Divorced, widowed",Other disorders/conditions,587,3.9737340915245056
Female,College or higher,40s,"Divorced, widowed",Personality disorders,228,4.535508255420728
Female,College or higher,40s,"Divorced, widowed",Schizophrenia or other psychotic disorders,1279,3.9695841092489137
Female,College or higher,40s,"Divorced, widowed",Trauma- and stressor-related disorders,2501,5.390434726383171
Female,College or higher,40s,"Divorced, widowed",unknown/invalid,1057,3.8450345580210983
Female,College or higher,40s,Never married,Alcohol or substance use disorders,648,8.87185104052574
Female,College or higher,40s,Never married,Anxiety disorders,2256,4.827114002054091
Female,College or higher,40s,Never married,Attention deficit/hyperactivity disorder (ADHD),236,5.007426267769998
Female,College or higher,40s,Never married,Bipolar disorders,4348,7.195220837677274
Female,College or higher,40s,Never married,Conduct disorders,6,8.695652173913043
Female,College or higher,40s,Never married,Delirium/dementia disorders,15,2.7573529411764706
Female,College or higher,40s,Never married,Depressive disorders,6526,6.0326498918449225
Female,College or higher,40s,Never married,Oppositional defiant disorders,7,14.893617021276595
Female,College or higher,40s,Never married,Other disorders/conditions,948,6.417546709991877
Female,College or higher,40s,Never married,Personality disorders,247,4.913467276705789
Female,College or higher,40s,Never married,Pervasive developmental disorders,13,7.386363636363637
Female,College or higher,40s,Never married,Schizophrenia or other psychotic disorders,2935,9.109248913718188
Female,College or higher,40s,Never married,Trauma- and stressor-related disorders,2723,5.86891393840119
Female,College or higher,40s,Never married,unknown/invalid,1579,5.743906875227355
Female,College or higher,40s,Now married,Alcohol or substance use disorders,308,4.216867469879518
Female,College or higher,40s,Now married,Anxiety disorders,1891,4.046131461828141
Female,College or higher,40s,Now married,Attention deficit/hyperactivity disorder (ADHD),172,3.6494801612561
Female,College or higher,40s,Now married,Bipolar disorders,2480,4.103989806218868
Female,College or higher,40s,Now married,Conduct disorders,4,5.797101449275362
Female,College or higher,40s,Now married,Delirium/dementia disorders,8,1.4705882352941175
Female,College or higher,40s,Now married,Depressive disorders,4144,3.8307234372977863
Female,College or higher,40s,Now married,Other disorders/conditions,544,3.6826428378012457
Female,College or higher,40s,Now married,Personality disorders,130,2.5860354087925206
Female,College or higher,40s,Now married,Pervasive developmental disorders,2,1.1363636363636365
Female,College or higher,40s,Now married,Schizophrenia or other psychotic disorders,641,1.989447548106766
Female,College or higher,40s,Now married,Trauma- and stressor-related disorders,1977,4.26105136107938
Female,College or higher,40s,Now married,unknown/invalid,940,3.419425245543834
Female,College or higher,40s,Separated,Alcohol or substance use disorders,158,2.163198247535597
Female,College or higher,40s,Separated,Anxiety disorders,483,1.033464566929134
Female,College or higher,40s,Separated,Attention deficit/hyperactivity disorder (ADHD),44,0.9335879482283048
Female,College or higher,40s,Separated,Bipolar disorders,1143,1.8914759469790992
Female,College or higher,40s,Separated,Conduct disorders,1,1.4492753623188406
Female,College or higher,40s,Separated,Delirium/dementia disorders,1,0.1838235294117647
Female,College or higher,40s,Separated,Depressive disorders,1599,1.4781193958106085
Female,College or higher,40s,Separated,Oppositional defiant disorders,1,2.127659574468085
Female,College or higher,40s,Separated,Other disorders/conditions,162,1.0966693744922826
Female,College or higher,40s,Separated,Personality disorders,61,1.2134473841257212
Female,College or higher,40s,Separated,Schizophrenia or other psychotic disorders,382,1.185599006828057
Female,College or higher,40s,Separated,Trauma- and stressor-related disorders,689,1.4850098066685349
Female,College or higher,40s,Separated,unknown/invalid,356,1.2950163695889414
Female,College or higher,40s,unknown/invalid,Alcohol or substance use disorders,98,1.3417305585980284
Female,College or higher,40s,unknown/invalid,Anxiety disorders,2692,5.760013693940431
Female,College or higher,40s,unknown/invalid,Attention deficit/hyperactivity disorder (ADHD),342,7.2565245066836415
Female,College or higher,40s,unknown/invalid,Bipolar disorders,2066,3.4188882821162023
Female,College or higher,40s,unknown/invalid,Conduct disorders,5,7.246376811594203
Female,College or higher,40s,unknown/invalid,Delirium/dementia disorders,10,1.8382352941176472
Female,College or higher,40s,unknown/invalid,Depressive disorders,3693,3.413817966684538
Female,College or higher,40s,unknown/invalid,Other disorders/conditions,653,4.42052531816951
Female,College or higher,40s,unknown/invalid,Personality disorders,400,7.957032027053909
Female,College or higher,40s,unknown/invalid,Schizophrenia or other psychotic disorders,1039,3.2247051520794536
Female,College or higher,40s,unknown/invalid,Trauma- and stressor-related disorders,2251,4.851606784921439
Female,College or higher,40s,unknown/invalid,unknown/invalid,1051,3.823208439432521
Female,College or higher,50s,"Divorced, widowed",Alcohol or substance use disorders,426,5.832420591456736
Female,College or higher,50s,"Divorced, widowed",Anxiety disorders,1931,4.1317185895241355
Female,College or higher,50s,"Divorced, widowed",Attention deficit/hyperactivity disorder (ADHD),142,3.0129429238277106
Female,College or higher,50s,"Divorced, widowed",Bipolar disorders,4790,7.92665773055983
Female,College or higher,50s,"Divorced, widowed",Conduct disorders,2,2.898550724637681
Female,College or higher,50s,"Divorced, widowed",Delirium/dementia disorders,25,4.595588235294118
Female,College or higher,50s,"Divorced, widowed",Depressive disorders,7312,6.759230157703044
Female,College or higher,50s,"Divorced, widowed",Oppositional defiant disorders,1,2.127659574468085
Female,College or higher,50s,"Divorced, widowed",Other disorders/conditions,829,5.611968589222855
Female,College or higher,50s,"Divorced, widowed",Personality disorders,213,4.237119554406207
Female,College or higher,50s,"Divorced, widowed",Pervasive developmental disorders,1,0.5681818181818182
Female,College or higher,50s,"Divorced, widowed",Schizophrenia or other psychotic disorders,2141,6.6449410304158905
Female,College or higher,50s,"Divorced, widowed",Trauma- and stressor-related disorders,2661,5.73528460891868
Female,College or higher,50s,"Divorced, widowed",unknown/invalid,1279,4.652600945798472
Female,College or higher,50s,Never married,Alcohol or substance use disorders,434,5.941949616648412
Female,College or higher,50s,Never married,Anxiety disorders,1350,2.888565559739815
Female,College or higher,50s,Never married,Attention deficit/hyperactivity disorder (ADHD),90,1.9096117122851688
Female,College or higher,50s,Never married,Bipolar disorders,3140,5.196180641744857
Female,College or higher,50s,Never married,Conduct disorders,2,2.898550724637681
Female,College or higher,50s,Never married,Delirium/dementia disorders,18,3.308823529411765
Female,College or higher,50s,Never married,Depressive disorders,5156,4.766218639649466
Female,College or higher,50s,Never married,Oppositional defiant disorders,1,2.127659574468085
Female,College or higher,50s,Never married,Other disorders/conditions,721,4.880855672894666
Female,College or higher,50s,Never married,Personality disorders,197,3.9188382733240505
Female,College or higher,50s,Never married,Pervasive developmental disorders,8,4.545454545454546
Female,College or higher,50s,Never married,Schizophrenia or other psychotic disorders,3036,9.422718808193668
Female,College or higher,50s,Never married,Trauma- and stressor-related disorders,1728,3.7243787313834944
Female,College or higher,50s,Never married,unknown/invalid,1298,4.721716987995634
Female,College or higher,50s,Now married,Alcohol or substance use disorders,226,3.0941949616648414
Female,College or higher,50s,Now married,Anxiety disorders,1401,2.997689147552208
Female,College or higher,50s,Now married,Attention deficit/hyperactivity disorder (ADHD),96,2.0369191597708465
Female,College or higher,50s,Now married,Bipolar disorders,2066,3.4188882821162023
Female,College or higher,50s,Now married,Conduct disorders,1,1.4492753623188406
Female,College or higher,50s,Now married,Delirium/dementia disorders,9,1.6544117647058825
Female,College or higher,50s,Now married,Depressive disorders,4072,3.7641664663794856
Female,College or higher,50s,Now married,Oppositional defiant disorders,2,4.25531914893617
Female,College or higher,50s,Now married,Other disorders/conditions,588,3.9805036555645814
Female,College or higher,50s,Now married,Personality disorders,93,1.850009946290034
Female,College or higher,50s,Now married,Pervasive developmental disorders,3,1.7045454545454544
Female,College or higher,50s,Now married,Schizophrenia or other psychotic disorders,823,2.55431409062694
Female,College or higher,50s,Now married,Trauma- and stressor-related disorders,1736,3.74162122551027
Female,College or higher,50s,Now married,unknown/invalid,944,3.433975991269553
Female,College or higher,50s,Separated,Alcohol or substance use disorders,100,1.3691128148959473
Female,College or higher,50s,Separated,Anxiety disorders,357,0.7638651146867511
Female,College or higher,50s,Separated,Attention deficit/hyperactivity disorder (ADHD),20,0.4243581582855931
Female,College or higher,50s,Separated,Bipolar disorders,897,1.4843866355557762
Female,College or higher,50s,Separated,Delirium/dementia disorders,7,1.2867647058823528
Female,College or higher,50s,Separated,Depressive disorders,1542,1.4254284605002867
Female,College or higher,50s,Separated,Other disorders/conditions,157,1.0628215542919035
Female,College or higher,50s,Separated,Personality disorders,36,0.7161328824348518
Female,College or higher,50s,Separated,Schizophrenia or other psychotic disorders,416,1.2911235257603972
Female,College or higher,50s,Separated,Trauma- and stressor-related disorders,586,1.263012694786301
Female,College or higher,50s,Separated,unknown/invalid,306,1.113132048017461
Female,College or higher,50s,unknown/invalid,Alcohol or substance use disorders,45,0.6161007667031764
Female,College or higher,50s,unknown/invalid,Anxiety disorders,2044,4.37350222526532
Female,College or higher,50s,unknown/invalid,Attention deficit/hyperactivity disorder (ADHD),214,4.540632293655846
Female,College or higher,50s,unknown/invalid,Bipolar disorders,1888,3.1243277234440416
Female,College or higher,50s,unknown/invalid,Delirium/dementia disorders,14,2.5735294117647056
Female,College or higher,50s,unknown/invalid,Depressive disorders,3679,3.400876333450424
Female,College or higher,50s,unknown/invalid,Other disorders/conditions,550,3.723260222041701
Female,College or higher,50s,unknown/invalid,Personality disorders,301,5.987666600358066
Female,College or higher,50s,unknown/invalid,Pervasive developmental disorders,2,1.1363636363636365
Female,College or higher,50s,unknown/invalid,Schizophrenia or other psychotic disorders,1228,3.811297330850404
Female,College or higher,50s,unknown/invalid,Trauma- and stressor-related disorders,1545,3.329956678233507
Female,College or higher,50s,unknown/invalid,unknown/invalid,1052,3.82684612586395
Female,College or higher,60s,"Divorced, widowed",Alcohol or substance use disorders,301,4.121029572836802
Female,College or higher,60s,"Divorced, widowed",Anxiety disorders,1792,3.834303320780555
Female,College or higher,60s,"Divorced, widowed",Attention deficit/hyperactivity disorder (ADHD),82,1.7398684489709315
Female,College or higher,60s,"Divorced, widowed",Bipolar disorders,4501,7.44841053136739
Female,College or higher,60s,"Divorced, widowed",Conduct disorders,4,5.797101449275362
Female,College or higher,60s,"Divorced, widowed",Delirium/dementia disorders,173,31.801470588235293
Female,College or higher,60s,"Divorced, widowed",Depressive disorders,8248,7.624470779640963
Female,College or higher,60s,"Divorced, widowed",Oppositional defiant disorders,1,2.127659574468085
Female,College or higher,60s,"Divorced, widowed",Other disorders/conditions,1004,6.796642296236122
Female,College or higher,60s,"Divorced, widowed",Personality disorders,200,3.9785160135269546
Female,College or higher,60s,"Divorced, widowed",Pervasive developmental disorders,1,0.5681818181818182
Female,College or higher,60s,"Divorced, widowed",Schizophrenia or other psychotic disorders,3298,10.235878336436995
Female,College or higher,60s,"Divorced, widowed",Trauma- and stressor-related disorders,2259,4.868849279048215
Female,College or higher,60s,"Divorced, widowed",unknown/invalid,2046,7.442706438704984
Female,College or higher,60s,Never married,Alcohol or substance use disorders,199,2.724534501642935
Female,College or higher,60s,Never married,Anxiety disorders,784,1.6775077028414926
Female,College or higher,60s,Never married,Attention deficit/hyperactivity disorder (ADHD),33,0.7001909611712286
Female,College or higher,60s,Never married,Bipolar disorders,1880,3.1110890466497874
Female,College or higher,60s,Never married,Conduct disorders,2,2.898550724637681
Female,College or higher,60s,Never married,Delirium/dementia disorders,54,9.926470588235292
Female,College or higher,60s,Never married,Depressive disorders,3331,3.079184307345302
Female,College or higher,60s,Never married,Oppositional defiant disorders,1,2.127659574468085
Female,College or higher,60s,Never married,Other disorders/conditions,520,3.5201733008394256
Female,College or higher,60s,Never married,Personality disorders,122,2.4268947682514423
Female,College or higher,60s,Never married,Pervasive developmental disorders,6,3.4090909090909087
Female,College or higher,60s,Never married,Schizophrenia or other psychotic disorders,3174,9.851024208566107
Female,College or higher,60s,Never married,Trauma- and stressor-related disorders,891,1.9203827833696143
Female,College or higher,60s,Never married,unknown/invalid,1230,4.474354310658421
Female,College or higher,60s,Now married,Alcohol or substance use disorders,208,2.8477546549835706
Female,College or higher,60s,Now married,Anxiety disorders,1246,2.6660390277302293
Female,College or higher,60s,Now married,Attention deficit/hyperactivity disorder (ADHD),48,1.0184595798854232
Female,College or higher,60s,Now married,Bipolar disorders,1647,2.7255125850171273
Female,College or higher,60s,Now married,Delirium/dementia disorders,75,13.786764705882351
Female,College or higher,60s,Now married,Depressive disorders,4070,3.762317661631755
Female,College or higher,60s,Now married,Oppositional defiant disorders,2,4.25531914893617
Female,College or higher,60s,Now married,Other disorders/conditions,660,4.467912266450041
Female,College or higher,60s,Now married,Personality disorders,75,1.491943505072608
Female,College or higher,60s,Now married,Pervasive developmental disorders,3,1.7045454545454544
Female,College or higher,60s,Now married,Schizophrenia or other psychotic disorders,948,2.942271880819367
Female,College or higher,60s,Now married,Trauma- and stressor-related disorders,1660,3.5778175313059033
Female,College or higher,60s,Now married,unknown/invalid,1546,5.623863222990178
Female,College or higher,60s,Separated,Alcohol or substance use disorders,58,0.7940854326396496
Female,College or higher,60s,Separated,Anxiety disorders,213,0.4557514549811708
Female,College or higher,60s,Separated,Attention deficit/hyperactivity disorder (ADHD),6,0.1273074474856779
Female,College or higher,60s,Separated,Bipolar disorders,569,0.9416008869913453
Female,College or higher,60s,Separated,Delirium/dementia disorders,10,1.8382352941176472
Female,College or higher,60s,Separated,Depressive disorders,1061,0.9807909186710791
Female,College or higher,60s,Separated,Oppositional defiant disorders,1,2.127659574468085
Female,College or higher,60s,Separated,Other disorders/conditions,135,0.9138911454102356
Female,College or higher,60s,Separated,Personality disorders,37,0.7360254625024866
Female,College or higher,60s,Separated,Schizophrenia or other psychotic disorders,433,1.343885785226567
Female,College or higher,60s,Separated,Trauma- and stressor-related disorders,442,0.9526478005043428
Female,College or higher,60s,Separated,unknown/invalid,391,1.4223353946889778
Female,College or higher,60s,unknown/invalid,Alcohol or substance use disorders,39,0.5339539978094195
Female,College or higher,60s,unknown/invalid,Anxiety disorders,1531,3.2758473125641903
Female,College or higher,60s,unknown/invalid,Attention deficit/hyperactivity disorder (ADHD),109,2.312751962656482
Female,College or higher,60s,unknown/invalid,Bipolar disorders,1500,2.4822518989227027
Female,College or higher,60s,unknown/invalid,Conduct disorders,1,1.4492753623188406
Female,College or higher,60s,unknown/invalid,Delirium/dementia disorders,83,15.257352941176473
Female,College or higher,60s,unknown/invalid,Depressive disorders,3519,3.252971953631977
Female,College or higher,60s,unknown/invalid,Other disorders/conditions,475,3.2155429190360145
Female,College or higher,60s,unknown/invalid,Personality disorders,237,4.71454147602944
Female,College or higher,60s,unknown/invalid,Pervasive developmental disorders,1,0.5681818181818182
Female,College or higher,60s,unknown/invalid,Schizophrenia or other psychotic disorders,1547,4.8013656114214776
Female,College or higher,60s,unknown/invalid,Trauma- and stressor-related disorders,1027,2.2135051835247967
Female,College or higher,60s,unknown/invalid,unknown/invalid,1107,4.0269188795925785
Female,Special Education,20s,"Divorced, widowed",Anxiety disorders,2,0.2971768202080238
Female,Special Education,20s,"Divorced, widowed",Bipolar disorders,16,1.44014401440144
Female,Special Education,20s,"Divorced, widowed",Depressive disorders,20,1.0465724751439036
Female,Special Education,20s,"Divorced, widowed",Schizophrenia or other psychotic disorders,4,0.2672010688042752
Female,Special Education,20s,"Divorced, widowed",Trauma- and stressor-related disorders,3,0.6
Female,Special Education,20s,"Divorced, widowed",unknown/invalid,4,1.0
Female,Special Education,20s,Never married,Alcohol or substance use disorders,3,17.647058823529413
Female,Special Education,20s,Never married,Anxiety disorders,125,18.573551263001487
Female,Special Education,20s,Never married,Attention deficit/hyperactivity disorder (ADHD),54,49.09090909090909
Female,Special Education,20s,Never married,Bipolar disorders,198,17.82178217821782
Female,Special Education,20s,Never married,Conduct disorders,11,16.176470588235293
Female,Special Education,20s,Never married,Delirium/dementia disorders,9,15.0
Female,Special Education,20s,Never married,Depressive disorders,304,15.907901622187335
Female,Special Education,20s,Never married,Oppositional defiant disorders,6,37.5
